;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
533832;2021-01-22;23847075215780262;23847075216120262;23847075560290262;8.94736842;5.26315789;0.17;1;19;{country};"{""country"": ""RU""}";android;RU
533841;2021-01-22;23847075215780262;23847075216120262;23847075560290262;40.0;0.0;0.12;0;3;{country};"{""country"": ""MX""}";android;MX
533848;2021-01-22;23847075215780262;23847075216120262;23847075560290262;10.0;0.0;0.02;0;2;{country};"{""country"": ""IN""}";android;IN
533866;2021-01-22;23847075215780262;23847075216120262;23847075560290262;60.0;0.0;0.66;0;11;{country};"{""country"": ""AU""}";android;AU
533887;2021-01-22;23847075215780262;23847075216100262;23847075560280262;14.26229508;3.27868852;3.48;8;244;{country};"{""country"": ""RU""}";android;RU
533904;2021-01-22;23847075215780262;23847075216100262;23847075560280262;11.28205128;5.12820513;1.32;6;117;{country};"{""country"": ""MX""}";android;MX
533921;2021-01-22;23847075215780262;23847075216100262;23847075560280262;5.30612245;0.0;0.26;0;49;{country};"{""country"": ""IN""}";android;IN
533951;2021-01-22;23847075215780262;23847075216100262;23847075560280262;177.5;1.47058824;12.07;1;68;{country};"{""country"": ""AU""}";android;AU
533990;2021-01-22;23846989132470262;23846989132490262;23847045701380262;3.96923077;0.46153846;2.58;3;650;{country};"{""country"": ""RU""}";ios;RU
534009;2021-01-22;23846989132470262;23846989132490262;23847045701380262;3.55932203;1.69491525;0.21;1;59;{country};"{""country"": ""MX""}";ios;MX
534026;2021-01-22;23846989132470262;23846989132490262;23847045701380262;1.0;1.66666667;0.12;2;120;{country};"{""country"": ""IN""}";ios;IN
534069;2021-01-22;23846927629360262;23846927629490262;23846927786840262;2.8;0.0;0.35;0;125;{country};"{""country"": ""RU""}";android;RU
534084;2021-01-22;23846927629360262;23846927629490262;23846927786840262;4.28571429;0.0;0.06;0;14;{country};"{""country"": ""MX""}";android;MX
534096;2021-01-22;23846927629360262;23846927629490262;23846927786840262;1.31147541;0.0;0.08;0;61;{country};"{""country"": ""IN""}";android;IN
534122;2021-01-22;23846927629360262;23846927629490262;23846927786840262;5.0;0.0;0.01;0;2;{country};"{""country"": ""AU""}";android;AU
534136;2021-01-22;23846882600420262;23846882600630262;23846882600620262;0.0;0.0;0.0;0;2;{country};"{""country"": ""IN""}";android;IN
534173;2021-01-22;23846864424300262;23846864424370262;23846864424350262;17.47826087;0.0;2.01;0;115;{country};"{""country"": ""RU""}";ios;RU
534192;2021-01-22;23846864424300262;23846864424370262;23846864424350262;20.79365079;0.0;1.31;0;63;{country};"{""country"": ""MX""}";ios;MX
534209;2021-01-22;23846864424300262;23846864424370262;23846864424350262;6.84210526;0.0;0.13;0;19;{country};"{""country"": ""IN""}";ios;IN
534247;2021-01-22;23846864424300262;23846864424370262;23846864424350262;72.05357143;0.0;8.07;0;112;{country};"{""country"": ""AU""}";ios;AU
534275;2021-01-22;23846989101990262;23846989102020262;23846989102090262;31.71875;1.5625;2.03;1;64;{country};"{""country"": ""AU""}";ios;AU
534298;2021-01-22;23846989101990262;23846989102020262;23846989102060262;4.30379747;1.26582278;0.68;2;158;{country};"{""country"": ""RU""}";ios;RU
534313;2021-01-22;23846989101990262;23846989102020262;23846989102060262;3.04347826;0.0;0.07;0;23;{country};"{""country"": ""MX""}";ios;MX
534329;2021-01-22;23846989101990262;23846989102020262;23846989102060262;1.38888889;2.77777778;0.05;1;36;{country};"{""country"": ""IN""}";ios;IN
534357;2021-01-22;23846989101990262;23846989102020262;23846989102060262;16.11111111;0.0;0.29;0;18;{country};"{""country"": ""AU""}";ios;AU
534377;2021-01-22;23846989101990262;23846989102070262;23846989101980262;5.0;0.0;0.07;0;14;{country};"{""country"": ""RU""}";ios;RU
534393;2021-01-22;23846989101990262;23846989102070262;23846989101980262;3.77358491;0.0;0.2;0;53;{country};"{""country"": ""MX""}";ios;MX
534408;2021-01-22;23846989101990262;23846989102070262;23846989101980262;5.0;0.0;0.27;0;54;{country};"{""country"": ""IN""}";ios;IN
534432;2021-01-22;23846989101990262;23846989102070262;23846989101980262;26.2295082;0.0;1.6;0;61;{country};"{""country"": ""AU""}";ios;AU
534466;2021-01-22;23846864424300262;23846864424370262;23846864424310262;104.81481481;0.0;2.83;0;27;{country};"{""country"": ""AU""}";ios;AU
534470;2021-01-22;23846864424300262;23846864424370262;23846864424290262;0.0;0.0;0.0;0;3;{country};"{""country"": ""MX""}";ios;MX
534482;2021-01-22;23846864424300262;23846864424330262;23846864424270262;10.0;0.0;0.01;0;1;{country};"{""country"": ""MX""}";ios;MX
534516;2021-01-22;23846678492350262;23846678492620262;23846844533770262;71.02564103;2.56410256;2.77;1;39;{country};"{""country"": ""AU""}";ios;AU
534541;2021-01-22;23846826248500262;23846826248480262;23846827323720262;10.43478261;0.0;0.24;0;23;{country};"{""country"": ""MX""}";android;MX
534584;2021-01-22;23846826271770262;23846826271760262;23846827062740262;1.25;12.5;0.01;1;8;{country};"{""country"": ""RU""}";ios;RU
534601;2021-01-22;23846826271770262;23846826271760262;23846827062740262;100.0;0.0;0.1;0;1;{country};"{""country"": ""AU""}";ios;AU
534620;2021-01-22;23846826271770262;23846826271780262;23846827061970262;6.76056338;0.0;0.96;0;142;{country};"{""country"": ""RU""}";ios;RU
534632;2021-01-22;23846826271770262;23846826271780262;23846827061970262;7.03703704;0.0;0.19;0;27;{country};"{""country"": ""MX""}";ios;MX
534654;2021-01-22;23846927629360262;23846927629350262;23846927786950262;10.47619048;0.0;1.1;0;105;{country};"{""country"": ""RU""}";android;RU
534677;2021-01-22;23846927629360262;23846927629350262;23846927786950262;6.87285223;0.34364261;2.0;1;291;{country};"{""country"": ""MX""}";android;MX
534699;2021-01-22;23846927629360262;23846927629350262;23846927786950262;4.63687151;2.23463687;4.15;20;895;{country};"{""country"": ""IN""}";android;IN
534743;2021-01-22;23846927629360262;23846927629350262;23846927786950262;35.90909091;0.0;2.37;0;66;{country};"{""country"": ""AU""}";android;AU
534771;2021-01-22;23846927629360262;23846927629470262;23846927786900262;14.21299556;0.0;0.27004691572546;0;19;{country};"{""country"": ""RU""}";android;RU
534789;2021-01-22;23846927629360262;23846927629470262;23846927786900262;3.65332931;0.0;0.61010599478714;0;167;{country};"{""country"": ""MX""}";android;MX
534806;2021-01-22;23846927629360262;23846927629470262;23846927786900262;1.11130418;1.38888889;0.16002780191138;2;144;{country};"{""country"": ""IN""}";android;IN
534838;2021-01-22;23846927629360262;23846927629470262;23846927786900262;22.86111456;0.0;0.16002780191138;0;7;{country};"{""country"": ""AU""}";android;AU
534871;2021-01-22;23847086511290262;23847086549870262;23847086549860262;50.57082452;0.21141649;23.92;1;473;{country};"{""country"": ""AU""}";android;AU
534918;2021-01-22;23847086511290262;23847086511310262;23847086511300262;31.26732673;0.1980198;15.79;1;505;{country};"{""country"": ""AU""}";android;AU
534935;2021-01-22;23847075215780262;23847075216030262;23847075560330262;10.96153846;0.0;0.57;0;52;{country};"{""country"": ""RU""}";android;RU
534948;2021-01-22;23847075215780262;23847075216030262;23847075560330262;14.5;5.0;0.29;1;20;{country};"{""country"": ""MX""}";android;MX
534960;2021-01-22;23847075215780262;23847075216030262;23847075560330262;2.5;0.0;0.03;0;12;{country};"{""country"": ""IN""}";android;IN
534980;2021-01-22;23847075215780262;23847075216030262;23847075560330262;117.5;0.0;0.94;0;8;{country};"{""country"": ""AU""}";android;AU
535001;2021-01-22;23847075215780262;23847075216100262;23847075560270262;13.8362069;7.32758621;3.21;17;232;{country};"{""country"": ""RU""}";android;RU
535017;2021-01-22;23847075215780262;23847075216100262;23847075560270262;27.90697674;9.30232558;2.4;8;86;{country};"{""country"": ""MX""}";android;MX
535031;2021-01-22;23847075215780262;23847075216100262;23847075560270262;8.36734694;6.12244898;0.41;3;49;{country};"{""country"": ""IN""}";android;IN
535057;2021-01-22;23846927629360262;23846927629480262;23846927787000262;45.71428571;2.85714286;1.6;1;35;{country};"{""country"": ""AU""}";android;AU
535076;2021-01-22;23846927629360262;23846927629480262;23846927786970262;6.28571429;0.0;0.22;0;35;{country};"{""country"": ""RU""}";android;RU
535084;2021-01-22;23846927629360262;23846927629480262;23846927786970262;10.0;0.0;0.07;0;7;{country};"{""country"": ""MX""}";android;MX
535095;2021-01-22;23846927629360262;23846927629480262;23846927786970262;0.0;0.0;0.0;0;7;{country};"{""country"": ""IN""}";android;IN
535141;2021-01-22;23846864424300262;23846864424370262;23846864424340262;20.0;0.0;0.04;0;2;{country};"{""country"": ""RU""}";ios;RU
535145;2021-01-22;23846864424300262;23846864424370262;23846864424340262;10.0;0.0;0.03;0;3;{country};"{""country"": ""MX""}";ios;MX
535161;2021-01-22;23846864424300262;23846864424370262;23846864424340262;8.0;0.0;0.04;0;5;{country};"{""country"": ""AU""}";ios;AU
535183;2021-01-22;23846864424300262;23846864424370262;23846864424310262;16.875;0.0;0.27;0;16;{country};"{""country"": ""RU""}";ios;RU
535193;2021-01-22;23846864424300262;23846864424370262;23846864424310262;17.0;0.0;0.17;0;10;{country};"{""country"": ""MX""}";ios;MX
535204;2021-01-22;23846864424300262;23846864424370262;23846864424310262;0.0;0.0;0.0;0;1;{country};"{""country"": ""IN""}";ios;IN
535224;2021-01-22;23847075215780262;23847075215910262;23847075533930262;36.66666667;0.0;0.11;0;3;{country};"{""country"": ""AU""}";android;AU
535240;2021-01-22;23847075215780262;23847075215910262;23847075529400262;11.6;12.0;0.29;3;25;{country};"{""country"": ""RU""}";android;RU
535250;2021-01-22;23847075215780262;23847075215910262;23847075529400262;7.0;6.66666667;0.21;2;30;{country};"{""country"": ""MX""}";android;MX
535260;2021-01-22;23847075215780262;23847075215910262;23847075529400262;2.5;0.0;0.05;0;20;{country};"{""country"": ""IN""}";android;IN
535279;2021-01-22;23847075215780262;23847075215910262;23847075529400262;53.33333333;0.0;0.16;0;3;{country};"{""country"": ""AU""}";android;AU
535329;2021-01-22;23847063857220262;23847063857190262;23847073485890262;34.17840376;0.23474178;14.56;1;426;{country};"{""country"": ""AU""}";android;AU
535359;2021-01-22;23846826248500262;23846826248480262;23847071279230262;7.71428571;0.0;0.27;0;35;{country};"{""country"": ""RU""}";android;RU
535382;2021-01-22;23846826248500262;23846826248480262;23847071279230262;6.16314199;0.0;2.04;0;331;{country};"{""country"": ""MX""}";android;MX
535405;2021-01-22;23846826248500262;23846826248480262;23847071279230262;4.83333333;0.0;0.29;0;60;{country};"{""country"": ""IN""}";android;IN
535412;2021-01-22;23846826271770262;23846826271780262;23846827061970262;1.42857143;0.0;0.01;0;7;{country};"{""country"": ""IN""}";ios;IN
535438;2021-01-22;23846826271770262;23846826271780262;23846827061970262;107.5;0.0;0.43;0;4;{country};"{""country"": ""AU""}";ios;AU
535469;2021-01-22;23846678492350262;23846678492620262;23846826852670262;27.0;0.0;0.27;0;10;{country};"{""country"": ""AU""}";ios;AU
535474;2021-01-22;23846809413650262;23846809413790262;23846809494790262;33.58108108;0.0;14.91;0;444;{country};"{""country"": ""AU""}";android;AU
535520;2021-01-22;23847096990100262;23847096990090262;23847096990080262;66.31355932;5.08474576;15.65;12;236;{country};"{""country"": ""AU""}";android;AU
535568;2021-01-22;23847094333790262;23847094333810262;23847094333800262;67.14025501;3.82513661;36.86;21;549;{country};"{""country"": ""AU""}";android;AU
535612;2021-01-22;23846826248500262;23846826248480262;23847071279230262;28.2278481;0.0;2.23;0;79;{country};"{""country"": ""AU""}";android;AU
535666;2021-01-22;23847063857220262;23847063857190262;23847063857230262;25.15222922;0.0;4.2004222803137;0;167;{country};"{""country"": ""AU""}";android;AU
535714;2021-01-22;23847063857220262;23847063857190262;23847063857210262;54.28571429;0.40816327;13.3;1;245;{country};"{""country"": ""AU""}";android;AU
535763;2021-01-22;23847063857220262;23847063857190262;23847063857200262;79.88888889;0.0;14.38;0;180;{country};"{""country"": ""AU""}";android;AU
535810;2021-01-22;23847075215780262;23847075216100262;23847075560270262;195.50724638;4.34782609;13.49;3;69;{country};"{""country"": ""AU""}";android;AU
535827;2021-01-22;23847075215780262;23847075215910262;23847075533930262;11.57894737;0.0;0.22;0;19;{country};"{""country"": ""RU""}";android;RU
535836;2021-01-22;23847075215780262;23847075215910262;23847075533930262;3.22580645;0.0;0.1;0;31;{country};"{""country"": ""MX""}";android;MX
535845;2021-01-22;23847075215780262;23847075215910262;23847075533930262;7.5;8.33333333;0.09;1;12;{country};"{""country"": ""IN""}";android;IN
535864;2021-01-22;23847063821990262;23847063822020262;23847063838350262;39.27777071;0.30120482;13.040219876572;1;332;{country};"{""country"": ""AU""}";android;AU
535913;2021-01-22;23847063821990262;23847063822020262;23847063837830262;41.21387283;0.28901734;14.26;1;346;{country};"{""country"": ""AU""}";android;AU
535961;2021-01-22;23847063821990262;23847063822020262;23847063822010262;37.17391304;0.0;11.97;0;322;{country};"{""country"": ""AU""}";android;AU
536000;2021-01-22;23846989132470262;23846989132370262;23847045701370262;5.13102282;0.73260073;18.21;26;3549;{country};"{""country"": ""RU""}";ios;RU
536025;2021-01-22;23846989132470262;23846989132370262;23847045701370262;2.55910987;0.34770515;3.68;5;1438;{country};"{""country"": ""MX""}";ios;MX
536052;2021-01-22;23846989132470262;23846989132370262;23847045701370262;1.6191904;1.04947526;1.08;7;667;{country};"{""country"": ""IN""}";ios;IN
536111;2021-01-22;23846989132470262;23846989132370262;23847045701370262;17.15965347;0.30940594;27.73;5;1616;{country};"{""country"": ""AU""}";ios;AU
536156;2021-01-22;23846826271770262;23846826271780262;23847045694020262;9.04233555;0.85075352;37.200168451559;35;4114;{country};"{""country"": ""RU""}";ios;RU
536181;2021-01-22;23846826271770262;23846826271780262;23847045694020262;7.30445485;0.93537415;34.360155591279;44;4704;{country};"{""country"": ""MX""}";ios;MX
536208;2021-01-22;23846826271770262;23846826271780262;23847045694020262;4.99760484;1.57156673;20.670093599294;65;4136;{country};"{""country"": ""IN""}";ios;IN
536259;2021-01-22;23846826271770262;23846826271780262;23847045694020262;40.13250687;0.37807183;42.460192270247;4;1058;{country};"{""country"": ""AU""}";ios;AU
536311;2021-01-22;23846882600430262;23846882600560262;23847045686040262;9.11744739;0.40733198;13.43;6;1473;{country};"{""country"": ""RU""}";ios;RU
536335;2021-01-22;23846882600430262;23846882600560262;23847045686040262;3.91864407;0.54237288;5.78;8;1475;{country};"{""country"": ""MX""}";ios;MX
536362;2021-01-22;23846882600430262;23846882600560262;23847045686040262;1.95402299;1.72413793;2.04;18;1044;{country};"{""country"": ""IN""}";ios;IN
536411;2021-01-22;23846882600430262;23846882600560262;23847045686040262;20.46367852;0.46367852;13.24;3;647;{country};"{""country"": ""AU""}";ios;AU
536451;2021-01-22;23846989101990262;23846989102020262;23846989102150262;5.0;0.0;0.01;0;2;{country};"{""country"": ""IN""}";ios;IN
536474;2021-01-22;23846989101990262;23846989102020262;23846989102150262;18.57142857;0.0;0.13;0;7;{country};"{""country"": ""AU""}";ios;AU
536497;2021-01-22;23846989101990262;23846989102020262;23846989102090262;6.11111111;0.0;0.55;0;90;{country};"{""country"": ""RU""}";ios;RU
536514;2021-01-22;23846989101990262;23846989102020262;23846989102090262;4.33333333;1.66666667;0.26;1;60;{country};"{""country"": ""MX""}";ios;MX
536532;2021-01-22;23846989101990262;23846989102020262;23846989102090262;4.82758621;0.0;0.14;0;29;{country};"{""country"": ""IN""}";ios;IN
536548;2021-01-22;23846989132470262;23846989132490262;23847045701380262;5.0;0.0;0.03;0;6;{country};"{""country"": ""AU""}";ios;AU
536582;2021-01-22;23846826271770262;23846826271760262;23847045694010262;6.07003891;0.0;1.56;0;257;{country};"{""country"": ""RU""}";ios;RU
536601;2021-01-22;23846826271770262;23846826271760262;23847045694010262;5.69620253;2.53164557;0.45;2;79;{country};"{""country"": ""MX""}";ios;MX
536624;2021-01-22;23846826271770262;23846826271760262;23847045694010262;0.0;0.0;0.0;0;9;{country};"{""country"": ""IN""}";ios;IN
536663;2021-01-22;23846826271770262;23846826271760262;23847045694010262;16.25;0.0;0.52;0;32;{country};"{""country"": ""AU""}";ios;AU
536676;2021-01-22;23846864424300262;23846864424330262;23847025012090262;10.0;0.0;0.01;0;1;{country};"{""country"": ""MX""}";ios;MX
536680;2021-01-22;23846864424300262;23846864424330262;23847025012090262;6.66666667;0.0;0.02;0;3;{country};"{""country"": ""AU""}";ios;AU
536706;2021-01-22;23846864424300262;23846864424370262;23847025012070262;27.87401575;0.0;3.54;0;127;{country};"{""country"": ""RU""}";ios;RU
536722;2021-01-22;23846864424300262;23846864424370262;23847025012070262;21.26436782;2.29885057;1.85;2;87;{country};"{""country"": ""MX""}";ios;MX
